"ID"	"adj.P.Val"	"P.Value"	"miRNA_ID_LIST"	"SPOT_ID"
"hp_hsa-mir-3621_st"	"0.934902"	"7.12e-01"	""	"stem-loop: hsa-mir-3621"
"hsa-miR-4681_st"	"0.934902"	"7.12e-01"	"hsa-mir-4681"	""
"cte-miR-67_st"	"0.934902"	"7.12e-01"	"cte-mir-67"	""
"dme-miR-4944-3p_st"	"0.934902"	"7.12e-01"	"dme-mir-4944"	""
"pma-miR-205b_st"	"0.934902"	"7.12e-01"	"pma-mir-205b"	""
"bfl-miR-2013_st"	"0.934902"	"7.12e-01"	"bfl-mir-2013"	""
"cbr-miR-54a_st"	"0.934902"	"7.12e-01"	"cbr-mir-54a"	""
"ppy-miR-576-3p_st"	"0.934902"	"7.12e-01"	"ppy-mir-576"	""
"hp_mmu-mir-3097_st"	"0.934902"	"7.12e-01"	""	"stem-loop: mmu-mir-3097"
"rno-miR-30d-star_st"	"0.934902"	"7.12e-01"	"rno-mir-30d"	""
"ppc-miR-79_st"	"0.934902"	"7.12e-01"	"ppc-mir-79"	""
"osa-miR2874_st"	"0.935008"	"7.13e-01"	"osa-MIR2874"	""
"mmu-miR-363-3p_st"	"0.935008"	"7.13e-01"	"mmu-mir-363"	""
"rno-miR-152_st"	"0.935008"	"7.13e-01"	"rno-mir-152"	""
"cel-miR-353_st"	"0.935013"	"7.13e-01"	"cel-mir-353"	""
"cel-miR-1019-star_st"	"0.935013"	"7.13e-01"	"cel-mir-1019"	""
"tgu-miR-32_st"	"0.935013"	"7.13e-01"	"tgu-mir-32"	""
"ghr-miR827b_st"	"0.935013"	"7.13e-01"	"ghr-MIR827b"	""
"aae-miR-932-star_st"	"0.935065"	"7.13e-01"	"aae-mir-932"	""
"crm-miR-66_st"	"0.935065"	"7.13e-01"	"crm-mir-66"	""
"ggo-miR-136_st"	"0.935154"	"7.13e-01"	"ggo-mir-136"	""
"ppy-miR-196-2_st"	"0.935154"	"7.13e-01"	"ppy-mir-196-2"	""
"hsa-miR-379_st"	"0.935154"	"7.13e-01"	"hsa-mir-379"	""
"ppy-let-7b_st"	"0.935154"	"7.13e-01"	"ppy-let-7b"	""
"esi-miR3454c_st"	"0.935154"	"7.13e-01"	"esi-MIR3454c"	""
"dre-miR-205_st"	"0.935202"	"7.13e-01"	"dre-mir-205"	""
"mmu-miR-484_st"	"0.935202"	"7.13e-01"	"mmu-mir-484"	""
"cel-miR-271_st"	"0.935202"	"7.13e-01"	"cel-mir-271"	""
"cin-miR-133_st"	"0.935202"	"7.13e-01"	"cin-mir-133"	""
"age-miR-513b_st"	"0.935202"	"7.14e-01"	"age-mir-513b"	""
"dps-miR-994-star_st"	"0.935202"	"7.14e-01"	"dps-mir-994"	""
"ppy-miR-539_st"	"0.935202"	"7.14e-01"	"ppy-mir-539"	""
"sbi-miR172d_st"	"0.935202"	"7.14e-01"	"sbi-MIR172d"	""
"dme-miR-990-3p_st"	"0.935202"	"7.14e-01"	"dme-mir-990"	""
"eca-miR-545_st"	"0.935202"	"7.14e-01"	"eca-mir-545"	""
"sme-miR-2147d-5p_st"	"0.935202"	"7.14e-01"	"sme-mir-2147d"	""
"aga-miR-279_st"	"0.935202"	"7.14e-01"	"aga-mir-279"	""
"cin-miR-4006a-1-3p_st"	"0.935202"	"7.14e-01"	"cin-mir-4006a-1"	""
"hp_hsa-mir-3911_st"	"0.935202"	"7.14e-01"	""	"stem-loop: hsa-mir-3911"
"cte-miR-375_st"	"0.935202"	"7.14e-01"	"cte-mir-375"	""
"ppy-miR-424_st"	"0.935202"	"7.14e-01"	"ppy-mir-424"	""
"oar-miR-485-3p_st"	"0.935202"	"7.14e-01"	"oar-mir-485"	""
"ppt-miR477g-3p_st"	"0.935202"	"7.14e-01"	"ppt-MIR477g"	""
"tgu-miR-2963_st"	"0.935202"	"7.14e-01"	"tgu-mir-2963"	""
"pma-miR-1b_st"	"0.935202"	"7.14e-01"	"pma-mir-1b"	""
"hsa-miR-562_st"	"0.935202"	"7.14e-01"	"hsa-mir-562"	""
"tca-miR-3857-3p_st"	"0.935202"	"7.14e-01"	"tca-mir-3857"	""
"aly-miR390a-star_st"	"0.935202"	"7.14e-01"	"aly-MIR390a"	""
"cin-miR-4199-3p_st"	"0.935202"	"7.14e-01"	"cin-mir-4199"	""
"ENSG00000238433_x_st"	"0.935202"	"7.14e-01"	""	"snoRNA: ENSG00000238433"
"hsa-miR-4751_st"	"0.935202"	"7.14e-01"	"hsa-mir-4751"	""
"hsa-miR-208b_st"	"0.935202"	"7.14e-01"	"hsa-mir-208b"	""
"bta-miR-374b_st"	"0.935202"	"7.14e-01"	"bta-mir-374b"	""
"ptr-miR-372_st"	"0.935202"	"7.14e-01"	"ptr-mir-372"	""
"mmu-miR-293_st"	"0.935202"	"7.14e-01"	"mmu-mir-293"	""
"ENSG00000252227_st"	"0.935202"	"7.14e-01"	""	"snoRNA: ENSG00000252227"
"bta-miR-375_st"	"0.935202"	"7.14e-01"	"bta-mir-375"	""
"rno-miR-883_st"	"0.935202"	"7.14e-01"	"rno-mir-883"	""
"ppy-miR-1291_st"	"0.935202"	"7.15e-01"	"ppy-mir-1291"	""
"dan-miR-5_st"	"0.935202"	"7.15e-01"	"dan-mir-5"	""
"hvt-miR-H1_st"	"0.935202"	"7.15e-01"	"hvt-mir-H1"	""
"dre-miR-126a-star_st"	"0.935202"	"7.15e-01"	"dre-mir-126a"	""
"zma-miR166j-star_st"	"0.935202"	"7.15e-01"	"zma-MIR166j"	""
"bmo-miR-3321_st"	"0.935202"	"7.15e-01"	"bmo-mir-3321"	""
"gga-miR-133c_st"	"0.935202"	"7.15e-01"	"gga-mir-133c"	""
"hp_hsa-mir-548i-2_s_st"	"0.935265"	"7.15e-01"	""	"stem-loop: hsa-mir-548i-2"
"xla-miR-428_st"	"0.935265"	"7.15e-01"	"xla-mir-428"	""
"hsa-miR-431-star_st"	"0.935289"	"7.15e-01"	"hsa-mir-431"	""
"mtr-miR2592s_st"	"0.935289"	"7.15e-01"	"mtr-MIR2592s"	""
"tgu-miR-153_st"	"0.935338"	"7.15e-01"	"tgu-mir-153-1 // tgu-mir-153-2"	""
"ppy-miR-1471_st"	"0.935366"	"7.15e-01"	"ppy-mir-1471"	""
"ppy-miR-675b_st"	"0.935366"	"7.15e-01"	"ppy-mir-675b"	""
"tca-miR-3834-3p_st"	"0.935366"	"7.15e-01"	"tca-mir-3834"	""
"bta-miR-124b_st"	"0.935367"	"7.15e-01"	"bta-mir-124b"	""
"dme-miR-2497-3p_st"	"0.935367"	"7.15e-01"	"dme-mir-2497"	""
"hsa-miR-30d-star_st"	"0.935378"	"7.15e-01"	"hsa-mir-30d"	""
"mmu-miR-1193-5p_st"	"0.93546"	"7.15e-01"	"mmu-mir-1193"	""
"eca-miR-338-5p_st"	"0.93546"	"7.15e-01"	"eca-mir-338"	""
"sko-miR-4819_st"	"0.93546"	"7.15e-01"	"sko-mir-4819"	""
"hsa-miR-4520b-5p_st"	"0.93546"	"7.15e-01"	"hsa-mir-4520b"	""
"dvi-miR-304_st"	"0.93546"	"7.16e-01"	"dvi-mir-304"	""
"dps-miR-987_st"	"0.93546"	"7.16e-01"	"dps-mir-987"	""
"ppt-miR160h_st"	"0.93546"	"7.16e-01"	"ppt-MIR160h"	""
"hp_hsa-mir-579_st"	"0.93546"	"7.16e-01"	""	"stem-loop: hsa-mir-579"
"hsa-miR-4724-3p_st"	"0.935512"	"7.16e-01"	"hsa-mir-4724"	""
"ppt-miR160c_st"	"0.935512"	"7.16e-01"	"ppt-MIR160c"	""
"gga-miR-193a_st"	"0.935515"	"7.16e-01"	"gga-mir-193a"	""
"mmu-miR-93-star_st"	"0.935515"	"7.16e-01"	"mmu-mir-93"	""
"hp_mmu-mir-146b_st"	"0.935515"	"7.16e-01"	""	"stem-loop: mmu-mir-146b"
"gga-miR-1574-star_st"	"0.935563"	"7.16e-01"	"gga-mir-1574"	""
"hsa-miR-3545-5p_st"	"0.935575"	"7.16e-01"	"hsa-mir-3545"	""
"tae-miR160_st"	"0.9356"	"7.16e-01"	"tae-MIR160"	""
"ggo-miR-216_st"	"0.9356"	"7.16e-01"	"ggo-mir-216"	""
"rno-miR-142-3p_st"	"0.93575"	"7.16e-01"	"rno-mir-142"	""
"xtr-miR-23b_st"	"0.93575"	"7.16e-01"	"xtr-mir-23b"	""
"ppy-miR-1245_st"	"0.93575"	"7.16e-01"	"ppy-mir-1245"	""
"vvi-miR3631b_st"	"0.93575"	"7.16e-01"	"vvi-MIR3631b"	""
"ath-miR1887_st"	"0.93575"	"7.16e-01"	"ath-MIR1887"	""
"hp_hsa-mir-4418_st"	"0.935755"	"7.16e-01"	""	"stem-loop: hsa-mir-4418"
"tgu-miR-2986_st"	"0.935755"	"7.16e-01"	"tgu-mir-2986"	""
"bra-miR2111a-star_st"	"0.935755"	"7.16e-01"	"bra-MIR2111a"	""
"hsa-miR-4495_st"	"0.935755"	"7.17e-01"	"hsa-mir-4495"	""
"hp_hsa-mir-130b_st"	"0.935764"	"7.17e-01"	""	"stem-loop: hsa-mir-130b"
"zma-miR396a_st"	"0.935766"	"7.17e-01"	"zma-MIR396a"	""
"crm-miR-249_st"	"0.935766"	"7.17e-01"	"crm-mir-249"	""
"mml-miR-129-3p_st"	"0.935901"	"7.17e-01"	"mml-mir-129"	""
"mtr-miR2666_st"	"0.935901"	"7.17e-01"	"mtr-MIR2666"	""
"hp_mmu-mir-759_st"	"0.935901"	"7.17e-01"	""	"stem-loop: mmu-mir-759"
"hp_mmu-mir-680-1_st"	"0.935901"	"7.17e-01"	""	"stem-loop: mmu-mir-680-1"
"rno-miR-1-star_st"	"0.935901"	"7.17e-01"	"rno-mir-1"	""
"bmo-miR-3360_st"	"0.935901"	"7.17e-01"	"bmo-mir-3360"	""
"oan-miR-1422m-star_st"	"0.935901"	"7.17e-01"	"oan-mir-1422m"	""
"hp_hsa-mir-376c_x_st"	"0.935919"	"7.17e-01"	""	"stem-loop: hsa-mir-376c"
"bdi-miR395g_st"	"0.935919"	"7.17e-01"	"bdi-MIR395g"	""
"hp_hsa-mir-361_st"	"0.936601"	"7.18e-01"	""	"stem-loop: hsa-mir-361"
"rlcv-miR-rL1-14-5p_st"	"0.936634"	"7.18e-01"	"rlcv-mir-rL1-14-1 // rlcv-mir-rL1-14-2"	""
"hp_hsa-mir-3116-2_s_st"	"0.936813"	"7.18e-01"	""	"stem-loop: hsa-mir-3116-2"
"ptr-miR-577_st"	"0.936813"	"7.18e-01"	"ptr-mir-577"	""
"mml-miR-346_st"	"0.936916"	"7.18e-01"	"mml-mir-346"	""
"bmo-miR-2771-star_st"	"0.936959"	"7.18e-01"	"bmo-mir-2771"	""
"cin-miR-34_st"	"0.936981"	"7.18e-01"	"cin-mir-34"	""
"ENSG00000238838_st"	"0.936998"	"7.18e-01"	""	"snoRNA: ENSG00000238838"
"ENSG00000252349_st"	"0.936998"	"7.18e-01"	""	"snoRNA: ENSG00000252349"
"ENSG00000238520_x_st"	"0.936998"	"7.18e-01"	""	"snoRNA: ENSG00000238520"
"bmo-miR-2752_st"	"0.937033"	"7.18e-01"	"bmo-mir-2752"	""
"ath-miR172c_st"	"0.937171"	"7.19e-01"	"ath-MIR172c"	""
"hsa-miR-3678-3p_st"	"0.937171"	"7.19e-01"	"hsa-mir-3678"	""
"ppy-miR-518f_st"	"0.937171"	"7.19e-01"	"ppy-mir-518f"	""
"cel-miR-1020_st"	"0.937171"	"7.19e-01"	"cel-mir-1020"	""
"hp_hsa-mir-378e_st"	"0.937171"	"7.19e-01"	""	"stem-loop: hsa-mir-378e"
"hp_hsa-mir-514b_st"	"0.937263"	"7.19e-01"	""	"stem-loop: hsa-mir-514b"
"cel-miR-67_st"	"0.937271"	"7.19e-01"	"cel-mir-67"	""
"hsv1-miR-H3_st"	"0.937285"	"7.19e-01"	"hsv1-mir-H3"	""
"tca-miR-13b-3p_st"	"0.937338"	"7.19e-01"	"tca-mir-13b"	""
"osa-miR2863a_st"	"0.937338"	"7.19e-01"	"osa-MIR2863a"	""
"hsa-miR-196b-star_st"	"0.937338"	"7.19e-01"	"hsa-mir-196b"	""
"bta-miR-206_st"	"0.937338"	"7.19e-01"	"bta-mir-206"	""
"ENSG00000200063_st"	"0.937338"	"7.19e-01"	""	"snoRNA: ENSG00000200063"
"tgu-miR-1329_st"	"0.937338"	"7.19e-01"	"tgu-mir-1329"	""
"bta-miR-2284f_st"	"0.937338"	"7.19e-01"	"bta-mir-2284f"	""
"mtr-miR2630b_st"	"0.937338"	"7.19e-01"	"mtr-MIR2630b"	""
"ENSG00000212608_st"	"0.937338"	"7.19e-01"	""	"snoRNA: ENSG00000212608"
"cin-miR-4032-3p_st"	"0.93736"	"7.19e-01"	"cin-mir-4032"	""
"bdi-miR1878_st"	"0.937375"	"7.19e-01"	"bdi-MIR1878"	""
"ptr-miR-1197_st"	"0.937375"	"7.19e-01"	"ptr-mir-1197"	""
"ENSG00000238484_st"	"0.937375"	"7.19e-01"	""	"snoRNA: ENSG00000238484"
"ppy-miR-409-3p_st"	"0.937375"	"7.19e-01"	"ppy-mir-409"	""
"sme-miR-2172-3p_st"	"0.937375"	"7.19e-01"	"sme-mir-2172"	""
"tca-miR-3887-3p_st"	"0.937375"	"7.20e-01"	"tca-mir-3887"	""
"oan-miR-1421g-2-star_st"	"0.937375"	"7.20e-01"	"oan-mir-1421g-2"	""
"cte-miR-219_st"	"0.937375"	"7.20e-01"	"cte-mir-219"	""
"hp_hsa-mir-582_st"	"0.937375"	"7.20e-01"	""	"stem-loop: hsa-mir-582"
"aly-miR397b_st"	"0.937375"	"7.20e-01"	"aly-MIR397b"	""
"mgU6-53B_st"	"0.93751"	"7.20e-01"	""	"CDBox: mgU6-53B"
"mml-miR-939_st"	"0.93753"	"7.20e-01"	"mml-mir-939"	""
"dya-miR-279_st"	"0.93753"	"7.20e-01"	"dya-mir-279"	""
"ptr-miR-29c_st"	"0.93753"	"7.20e-01"	"ptr-mir-29c"	""
"sme-miR-31b-1-star_st"	"0.937563"	"7.20e-01"	"sme-mir-31b-1"	""
"ath-miR4239_st"	"0.937563"	"7.20e-01"	"ath-MIR4239"	""
"eca-miR-18b_st"	"0.937563"	"7.20e-01"	"eca-mir-18b"	""
"aly-miR156d_st"	"0.937563"	"7.20e-01"	"aly-MIR156d"	""
"ppy-miR-371-5p_st"	"0.937563"	"7.20e-01"	"ppy-mir-371"	""
"hp_hsa-mir-449b_st"	"0.937563"	"7.20e-01"	""	"stem-loop: hsa-mir-449b"
"dsi-miR-992-star_st"	"0.937624"	"7.20e-01"	"dsi-mir-992"	""
"xtr-miR-139_st"	"0.937692"	"7.20e-01"	"xtr-mir-139"	""
"bmo-miR-8-star_st"	"0.937692"	"7.20e-01"	"bmo-mir-8"	""
"ENSG00000252473_st"	"0.937709"	"7.20e-01"	""	"snoRNA: ENSG00000252473"
"dre-miR-7b_st"	"0.937907"	"7.21e-01"	"dre-mir-7b"	""
"gga-miR-1761_st"	"0.937978"	"7.21e-01"	"gga-mir-1761"	""
"mmu-miR-152-star_st"	"0.937978"	"7.21e-01"	"mmu-mir-152"	""
"oar-miR-134-5p_st"	"0.937978"	"7.21e-01"	"oar-mir-134"	""
"mmu-miR-1895_st"	"0.937978"	"7.21e-01"	"mmu-mir-1895"	""
"ENSG00000251893_x_st"	"0.937978"	"7.21e-01"	""	"snoRNA: ENSG00000251893"
"ppa-miR-144_st"	"0.937989"	"7.21e-01"	"ppa-mir-144"	""
"gma-miR2109_st"	"0.937989"	"7.21e-01"	"gma-MIR2109"	""
"hp_hsa-mir-1912_st"	"0.937989"	"7.21e-01"	""	"stem-loop: hsa-mir-1912"
"ACA40_x_st"	"0.938044"	"7.21e-01"	""	"HAcaBox: ACA40"
"rco-miR156a_st"	"0.938072"	"7.21e-01"	"rco-MIR156a"	""
"hp_hsa-mir-569_st"	"0.938087"	"7.21e-01"	""	"stem-loop: hsa-mir-569"
"oan-miR-1326_st"	"0.938087"	"7.21e-01"	"oan-mir-1326"	""
"ppy-miR-569_st"	"0.938087"	"7.21e-01"	"ppy-mir-569"	""
"hsa-miR-3150b-5p_st"	"0.938087"	"7.21e-01"	"hsa-mir-3150b"	""
"esi-miR3468-star_st"	"0.938087"	"7.22e-01"	"esi-MIR3468"	""
"hp_rno-mir-1912_st"	"0.938087"	"7.22e-01"	""	"stem-loop: rno-mir-1912"
"cin-miR-4075-5p_st"	"0.938087"	"7.22e-01"	"cin-mir-4075"	""
"rno-miR-880_st"	"0.938087"	"7.22e-01"	"rno-mir-880"	""
"ACA2b_st"	"0.938087"	"7.22e-01"	"NA"	"HAcaBox: ACA2b"
"bfl-miR-4887_st"	"0.938087"	"7.22e-01"	"bfl-mir-4887"	""
"mdo-miR-19a_st"	"0.938087"	"7.22e-01"	"mdo-mir-19a"	""
"hsa-miR-4528_st"	"0.938087"	"7.22e-01"	"hsa-mir-4528"	""
"ppy-miR-29c_st"	"0.938087"	"7.22e-01"	"ppy-mir-29c"	""
"osa-miR2106_st"	"0.938087"	"7.22e-01"	"osa-MIR2106"	""
"hsa-miR-1229_st"	"0.938087"	"7.22e-01"	"hsa-mir-1229"	""
"hp_rno-mir-1193_st"	"0.938087"	"7.22e-01"	""	"stem-loop: rno-mir-1193"
"aly-miR163.1_st"	"0.938087"	"7.22e-01"	"aly-MIR163"	""
"rno-miR-138-1-star_st"	"0.938087"	"7.22e-01"	"rno-mir-138-1"	""
"dps-miR-2543b-star_st"	"0.938304"	"7.22e-01"	"dps-mir-2543b-1 // dps-mir-2543b-2"	""
"gga-miR-1805-3p_st"	"0.938348"	"7.22e-01"	"gga-mir-1805"	""
"mtr-miR2655h_st"	"0.938478"	"7.22e-01"	"mtr-MIR2655h"	""
"hp_mmu-mir-684-1_s_st"	"0.938478"	"7.22e-01"	""	"stem-loop: mmu-mir-684-1"
"ENSG00000238339_st"	"0.938478"	"7.22e-01"	""	"snoRNA: ENSG00000238339"
"HBII-52-22_x_st"	"0.938496"	"7.22e-01"	""	"CDBox: HBII-52-22"
"mdo-miR-1541_st"	"0.938566"	"7.22e-01"	"mdo-mir-1541"	""
"gga-miR-124a_st"	"0.938566"	"7.23e-01"	"gga-mir-124a // gga-mir-124a-2"	""
"hp_mmu-mir-138-1_x_st"	"0.938566"	"7.23e-01"	""	"stem-loop: mmu-mir-138-1"
"ENSG00000251824_x_st"	"0.938627"	"7.23e-01"	""	"snoRNA: ENSG00000251824"
"osa-miR169k_st"	"0.938642"	"7.23e-01"	"osa-MIR169k"	""
"hsa-miR-4674_st"	"0.93866"	"7.23e-01"	"hsa-mir-4674"	""
"mmu-miR-669d-2-star_st"	"0.938661"	"7.23e-01"	"mmu-mir-669d-2"	""
"dme-miR-6-2-5p_st"	"0.938661"	"7.23e-01"	"dme-mir-6-2"	""
"hp_mmu-mir-30a_st"	"0.938661"	"7.23e-01"	""	"stem-loop: mmu-mir-30a"
"oan-miR-1337_st"	"0.938661"	"7.23e-01"	"oan-mir-1337"	""
"ppy-miR-1285a_st"	"0.938661"	"7.23e-01"	"ppy-mir-1285a"	""
"hsa-miR-1278_st"	"0.938673"	"7.23e-01"	"hsa-mir-1278"	""
"dan-miR-4_st"	"0.938685"	"7.23e-01"	"dan-mir-4"	""
"aly-miR399c-star_st"	"0.938685"	"7.23e-01"	"aly-MIR399c"	""
"gga-miR-1670_st"	"0.938685"	"7.23e-01"	"gga-mir-1670"	""
"ath-miR406_st"	"0.938685"	"7.23e-01"	"ath-MIR406"	""
"bta-miR-2443_st"	"0.938685"	"7.23e-01"	"bta-mir-2443"	""
"ame-miR-3716b_st"	"0.938685"	"7.23e-01"	"ame-mir-3716b"	""
"bta-miR-2357_st"	"0.938685"	"7.23e-01"	"bta-mir-2357"	""
"dse-miR-2b_st"	"0.938685"	"7.23e-01"	"dse-mir-2b-1 // dse-mir-2b-2"	""
"hp_hsa-mir-7-3_st"	"0.938685"	"7.23e-01"	""	"stem-loop: hsa-mir-7-3"
"hp_hsa-mir-4436a_x_st"	"0.938685"	"7.23e-01"	""	"stem-loop: hsa-mir-4436a"
"mmu-miR-3101-star_st"	"0.938685"	"7.24e-01"	"mmu-mir-3101"	""
"bta-miR-2399-star_st"	"0.938685"	"7.24e-01"	"bta-mir-2399"	""
"mtr-miR171e_st"	"0.938685"	"7.24e-01"	"mtr-MIR171e"	""
"gga-miR-1676-star_st"	"0.938685"	"7.24e-01"	"gga-mir-1676"	""
"bra-miR1885_st"	"0.938685"	"7.24e-01"	"bra-MIR1885"	""
"bmo-miR-2748_st"	"0.938685"	"7.24e-01"	"bmo-mir-2748"	""
"mtr-miR2604_st"	"0.938685"	"7.24e-01"	"mtr-MIR2604"	""
"hp_hsa-mir-1185-2_s_st"	"0.938685"	"7.24e-01"	""	"stem-loop: hsa-mir-1185-2"
"dre-miR-18c_st"	"0.938685"	"7.24e-01"	"dre-mir-18c"	""
"hp_rno-mir-126_st"	"0.938685"	"7.24e-01"	""	"stem-loop: rno-mir-126"
"hsa-miR-652_st"	"0.938685"	"7.24e-01"	"hsa-mir-652"	""
"oan-miR-187-star_st"	"0.938685"	"7.24e-01"	"oan-mir-187"	""
"ACA62_st"	"0.938685"	"7.24e-01"	""	"HAcaBox: ACA62"
"hp_hsa-mir-3132_st"	"0.938685"	"7.24e-01"	""	"stem-loop: hsa-mir-3132"
"bta-miR-544a_st"	"0.938685"	"7.24e-01"	"bta-mir-544a"	""
"hp_hsa-mir-562_st"	"0.938685"	"7.24e-01"	""	"stem-loop: hsa-mir-562"
"tca-miR-3846-5p_st"	"0.938685"	"7.24e-01"	"tca-mir-3846"	""
"ENSG00000251940_st"	"0.938685"	"7.24e-01"	""	"snoRNA: ENSG00000251940"
"ppy-miR-1252_st"	"0.938685"	"7.24e-01"	"ppy-mir-1252"	""
"zma-miR159f-star_st"	"0.938685"	"7.25e-01"	"zma-MIR159f"	""
"hp_mmu-mir-199b_st"	"0.938685"	"7.25e-01"	""	"stem-loop: mmu-mir-199b"
"ath-miR398a_st"	"0.938685"	"7.25e-01"	"ath-MIR398a"	""
"hp_hsa-mir-548ak_st"	"0.938685"	"7.25e-01"	""	"stem-loop: hsa-mir-548ak"
"bmo-miR-10-star_st"	"0.938685"	"7.25e-01"	"bmo-mir-10"	""
"dre-miR-219_st"	"0.938685"	"7.25e-01"	"dre-mir-219-1 // dre-mir-219-2 // dre-mir-219-3"	""
"dvi-miR-2c_st"	"0.938685"	"7.25e-01"	"dvi-mir-2c"	""
"age-miR-20_st"	"0.938685"	"7.25e-01"	"age-mir-20"	""
"mmu-miR-219-3p_st"	"0.938685"	"7.25e-01"	"mmu-mir-219-2"	""
"dps-miR-263b_st"	"0.938685"	"7.25e-01"	"dps-mir-263b"	""
"csi-miR172c_st"	"0.938685"	"7.25e-01"	"csi-MIR172c"	""
"dps-miR-2564_st"	"0.938685"	"7.25e-01"	"dps-mir-2564"	""
"osa-miR2925_st"	"0.938685"	"7.25e-01"	"osa-MIR2925"	""
"ame-miR-3784_st"	"0.938685"	"7.25e-01"	"ame-mir-3784"	""
"xtr-miR-128_st"	"0.938685"	"7.25e-01"	"xtr-mir-128-1 // xtr-mir-128-2"	""
"osa-miR812o-5p_st"	"0.938685"	"7.25e-01"	"osa-MIR812o"	""
"osa-miR395f_st"	"0.938685"	"7.25e-01"	"osa-MIR395f"	""
"ssc-miR-133a-3p_st"	"0.938685"	"7.25e-01"	"ssc-mir-133a-1 // ssc-mir-133a-2"	""
"gga-miR-137_st"	"0.938685"	"7.25e-01"	"gga-mir-137"	""
"dps-miR-281_st"	"0.938685"	"7.25e-01"	"dps-mir-281-1 // dps-mir-281-2"	""
"ppy-miR-519b-5p_st"	"0.938685"	"7.25e-01"	"ppy-mir-519b"	""
"bfl-miR-217_st"	"0.938685"	"7.25e-01"	"bfl-mir-217"	""
"ENSG00000222937_st"	"0.938685"	"7.25e-01"	""	"snoRNA: ENSG00000222937"
"hsa-miR-4424_st"	"0.938685"	"7.25e-01"	"hsa-mir-4424"	""
"mmu-miR-743a-star_st"	"0.938685"	"7.25e-01"	"mmu-mir-743a"	""
"smo-miR1093_st"	"0.938685"	"7.25e-01"	"smo-MIR1093"	""
"dre-miR-2184_st"	"0.938783"	"7.25e-01"	"dre-mir-2184"	""
"hp_hsa-mir-4650-1_s_st"	"0.938811"	"7.25e-01"	""	"stem-loop: hsa-mir-4650-1"
"hp_hsa-mir-4730_st"	"0.938829"	"7.25e-01"	""	"stem-loop: hsa-mir-4730"
"cel-miR-794-star_st"	"0.938829"	"7.25e-01"	"cel-mir-794"	""
"mml-miR-638_st"	"0.938829"	"7.25e-01"	"mml-mir-638"	""
"hp_hsa-mir-520e_x_st"	"0.938829"	"7.25e-01"	""	"stem-loop: hsa-mir-520e"
"mtr-miR2615a_st"	"0.938829"	"7.25e-01"	"mtr-MIR2615a"	""
"tca-miR-3805a-5p_st"	"0.938829"	"7.25e-01"	"tca-mir-3805a"	""
"hp_hsa-mir-1281_st"	"0.938829"	"7.26e-01"	""	"stem-loop: hsa-mir-1281"
"mtr-miR2660a_st"	"0.938829"	"7.26e-01"	"mtr-MIR2660a"	""
"ENSG00000252727_st"	"0.938829"	"7.26e-01"	""	"snoRNA: ENSG00000252727"
"ptr-miR-30e_st"	"0.938836"	"7.26e-01"	"ptr-mir-30e"	""
"hp_hsa-mir-4802_st"	"0.938841"	"7.26e-01"	""	"stem-loop: hsa-mir-4802"
"nlo-miR-305_st"	"0.939143"	"7.26e-01"	"nlo-mir-305"	""
"bna-miR169j_st"	"0.939143"	"7.26e-01"	"bna-MIR169j"	""
"vvi-miR535c_st"	"0.939143"	"7.26e-01"	"vvi-MIR535c"	""
"ppy-miR-1204_st"	"0.939143"	"7.26e-01"	"ppy-mir-1204"	""
"hp_hsa-mir-3915_st"	"0.939143"	"7.26e-01"	""	"stem-loop: hsa-mir-3915"
"vvi-miR395b_st"	"0.939225"	"7.26e-01"	"vvi-MIR395b"	""
"bmo-miR-750_st"	"0.939225"	"7.26e-01"	"bmo-mir-750"	""
"hsa-miR-548w_st"	"0.939237"	"7.26e-01"	"hsa-mir-548w"	""
"mne-miR-20_st"	"0.939284"	"7.26e-01"	"mne-mir-20"	""
"cfa-miR-139_st"	"0.939284"	"7.26e-01"	"cfa-mir-139"	""
"sja-miR-2e-3p_st"	"0.939284"	"7.26e-01"	"sja-mir-2e"	""
"tcc-miR399c_st"	"0.939284"	"7.26e-01"	"tcc-MIR399c"	""
"dsi-miR-2582b-star_st"	"0.939284"	"7.26e-01"	"dsi-mir-2582b"	""
"vvi-miR535b_st"	"0.939284"	"7.26e-01"	"vvi-MIR535b"	""
"cfa-miR-26b_st"	"0.939328"	"7.27e-01"	"cfa-mir-26b"	""
"ENSG00000252024_s_st"	"0.939328"	"7.27e-01"	""	"snoRNA: ENSG00000252024"
"tgu-miR-2997-star_st"	"0.939328"	"7.27e-01"	"tgu-mir-2997"	""
"ENSG00000239157_st"	"0.939328"	"7.27e-01"	""	"snoRNA: ENSG00000239157"
"cel-miR-2218b-star_st"	"0.939328"	"7.27e-01"	"cel-mir-2218b"	""
"esi-miR3454a-star_st"	"0.939328"	"7.27e-01"	"esi-MIR3454a"	""
"sja-miR-2b-3p_st"	"0.939328"	"7.27e-01"	"sja-mir-2b"	""
"ENSG00000221245_x_st"	"0.939328"	"7.27e-01"	""	"snoRNA: ENSG00000221245"
"aly-miR166a-star_st"	"0.939328"	"7.27e-01"	"aly-MIR166a"	""
"pma-miR-26b_st"	"0.939328"	"7.27e-01"	"pma-mir-26b"	""
"zma-miR156g_st"	"0.93937"	"7.27e-01"	"zma-MIR156g"	""
