"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"miRNA_ID_LIST"	"SPOT_ID"
"ppy-miR-199a-3p_st"	"0.063088"	"5.43e-04"	"4.54"	"0.033495"	"1.32"	"ppy-miR-199a-2"	""
"ENSG00000238752_st"	"0.063088"	"5.45e-04"	"-4.54"	"0.030337"	"-7.90e-01"	""	"snoRNA: ENSG00000238752"
"spu-miR-92b_st"	"0.063105"	"5.47e-04"	"-4.53"	"0.025772"	"-9.01e-01"	"spu-miR-92b"	""
"Rco-miR166a_st"	"0.064284"	"5.63e-04"	"-4.52"	"-0.000115"	"-9.98e-01"	"Rco-MIR166a"	""
"gga-miR-214_st"	"0.064284"	"5.65e-04"	"4.52"	"-0.002972"	"1.58"	"gga-miR-214"	""
"hsa-miR-31_st"	"0.064284"	"5.67e-04"	"4.51"	"-0.007676"	"2.19"	"hsa-miR-31"	""
"cfa-miR-223_st"	"0.064284"	"5.68e-04"	"-4.51"	"-0.008513"	"-8.01e-01"	"cfa-miR-223"	""
"mne-miR-23a_st"	"0.065011"	"5.83e-04"	"4.50"	"-0.032178"	"8.78e-01"	"mne-miR-23a"	""
"sbi-miR394a_st"	"0.065011"	"5.88e-04"	"-4.49"	"-0.041171"	"-1.16"	"sbi-MIR394a"	""
"ssc-miR-23a_st"	"0.065011"	"5.94e-04"	"4.49"	"-0.050211"	"8.74e-01"	"ssc-miR-23a"	""
"gma-miR166a_st"	"0.065011"	"5.95e-04"	"-4.49"	"-0.051348"	"-8.25e-01"	"gma-MIR166a"	""
"Rno-miR-881_st"	"0.065011"	"5.97e-04"	"-4.49"	"-0.055735"	"-1.03"	"Rno-miR-881"	""
"dse-miR-100_st"	"0.065011"	"5.98e-04"	"4.49"	"-0.056456"	"1.22"	"dse-miR-100"	""
"hp_hsa-miR-378_st"	"0.065011"	"5.98e-04"	"-4.49"	"-0.057313"	"-5.00e-01"	""	"stem-loop: hsa-miR-378"
"aga-miR-92b_st"	"0.065011"	"5.99e-04"	"-4.49"	"-0.057683"	"-8.73e-01"	"aga-miR-92b"	""
"spu-miR-92a_st"	"0.065011"	"6.00e-04"	"-4.48"	"-0.059673"	"-8.92e-01"	"spu-miR-92a"	""
"hsa-miR-4317_st"	"0.065011"	"6.00e-04"	"4.48"	"-0.060254"	"1.25"	"hsa-miR-4317"	""
"ppa-miR-23a_st"	"0.065047"	"6.04e-04"	"4.48"	"-0.065399"	"9.19e-01"	"ppa-miR-23a"	""
"dRe-miR-200b_st"	"0.065047"	"6.08e-04"	"4.48"	"-0.071869"	"1.87"	"dRe-miR-200b"	""
"bta-miR-23a_st"	"0.065047"	"6.10e-04"	"4.48"	"-0.074419"	"7.52e-01"	"bta-miR-23a"	""
"tni-miR-23a_st"	"0.065047"	"6.11e-04"	"4.47"	"-0.076791"	"8.12e-01"	"tni-miR-23a-1 // tni-miR-23a-2 // tni-miR-23a-3"	""
"mmu-miR-17_st"	"0.065271"	"6.18e-04"	"-4.47"	"-0.087219"	"-6.11e-01"	"mmu-miR-17"	""
"tgu-miR-92_st"	"0.065271"	"6.18e-04"	"-4.47"	"-0.087888"	"-9.26e-01"	"tgu-miR-92-1 // tgu-miR-92-2"	""
"ppy-miR-199b-3p_st"	"0.066371"	"6.31e-04"	"4.46"	"-0.107415"	"1.55"	"ppy-miR-199b"	""
"mmu-miR-23a_st"	"0.067192"	"6.43e-04"	"4.45"	"-0.123828"	"8.81e-01"	"mmu-miR-23a"	""
"hp_hsa-miR-194-2_x_st"	"0.067192"	"6.46e-04"	"-4.44"	"-0.128733"	"-5.99e-01"	""	"stem-loop: hsa-miR-194-2"
"ssc-miR-221_st"	"0.067192"	"6.47e-04"	"4.44"	"-0.130569"	"1.03"	"ssc-miR-221"	""
"ACA63_st"	"0.067284"	"6.51e-04"	"4.44"	"-0.135698"	"6.43e-01"	""	"HAcaBox: ACA63"
"mml-miR-31_st"	"0.067664"	"6.59e-04"	"4.43"	"-0.147457"	"1.80"	"mml-miR-31"	""
"age-miR-23a_st"	"0.067664"	"6.60e-04"	"4.43"	"-0.148643"	"8.67e-01"	"age-miR-23a"	""
"ppy-miR-130a_st"	"0.067749"	"6.64e-04"	"4.43"	"-0.153626"	"6.87e-01"	"ppy-miR-130a"	""
"mml-miR-106a_st"	"0.067765"	"6.69e-04"	"-4.42"	"-0.161431"	"-5.93e-01"	"mml-miR-106a"	""
"eca-miR-182_st"	"0.067765"	"6.72e-04"	"4.42"	"-0.164807"	"1.36"	"eca-miR-182"	""
"hsa-miR-92a_st"	"0.067765"	"6.73e-04"	"-4.42"	"-0.166682"	"-9.10e-01"	"hsa-miR-92a-1 // hsa-miR-92a-2"	""
"pma-miR-221_st"	"0.067765"	"6.75e-04"	"4.42"	"-0.168959"	"1.29"	"pma-miR-221"	""
"oan-miR-181c_st"	"0.067983"	"6.80e-04"	"4.42"	"-0.17673"	"1.41"	"oan-miR-181c"	""
"bta-miR-199a-5p_st"	"0.067983"	"6.85e-04"	"4.41"	"-0.182998"	"1.18"	"bta-miR-199a-1 // bta-miR-199a-2"	""
"xtR-miR-20a_st"	"0.067983"	"6.86e-04"	"-4.41"	"-0.184546"	"-5.56e-01"	"xtR-miR-20a"	""
"hsa-miR-30b-staR_st"	"0.067983"	"6.88e-04"	"-4.41"	"-0.18683"	"-8.61e-01"	"hsa-miR-30b"	""
"ssc-miR-224_st"	"0.068594"	"6.96e-04"	"4.40"	"-0.19886"	"1.27"	"ssc-miR-224"	""
"gma-miR1510a-3p_st"	"0.069383"	"7.08e-04"	"-4.39"	"-0.213643"	"-3.42e-01"	"gma-MIR1510a"	""
"dRe-miR-23a_st"	"0.069383"	"7.11e-04"	"4.39"	"-0.217769"	"7.75e-01"	"dRe-miR-23a-1 // dRe-miR-23a-2 // dRe-miR-23a-3"	""
"dme-miR-92a-3p_st"	"0.069383"	"7.13e-04"	"-4.39"	"-0.220522"	"-7.49e-01"	"dme-miR-92a"	""
"ppy-miR-150_st"	"0.069383"	"7.16e-04"	"4.39"	"-0.224113"	"1.70"	"ppy-miR-150"	""
"dmo-miR-92a_st"	"0.069454"	"7.21e-04"	"-4.38"	"-0.231201"	"-7.57e-01"	"dmo-miR-92a"	""
"age-miR-17-5p_st"	"0.069454"	"7.25e-04"	"-4.38"	"-0.236396"	"-6.38e-01"	"age-miR-17"	""
"eca-miR-92a_st"	"0.069454"	"7.27e-04"	"-4.38"	"-0.238386"	"-9.29e-01"	"eca-miR-92a // eca-miR-92a-2"	""
"bta-miR-1839_st"	"0.069454"	"7.27e-04"	"4.38"	"-0.239432"	"1.04"	"bta-miR-1839"	""
"lla-miR-17-5p_st"	"0.070405"	"7.43e-04"	"-4.37"	"-0.259029"	"-5.98e-01"	"lla-miR-17"	""
"tni-let-7i_st"	"0.070405"	"7.43e-04"	"4.37"	"-0.259376"	"7.18e-01"	"tni-let-7i"	""
"cfa-miR-195_st"	"0.070405"	"7.46e-04"	"4.37"	"-0.262758"	"9.40e-01"	"cfa-miR-195"	""
"ssc-miR-199a-3p_st"	"0.070499"	"7.52e-04"	"4.36"	"-0.270452"	"1.41"	"ssc-miR-199a-2"	""
"ppa-miR-188_st"	"0.070499"	"7.56e-04"	"4.36"	"-0.275912"	"5.25e-01"	"ppa-miR-188"	""
"gga-miR-20a_st"	"0.070499"	"7.57e-04"	"-4.36"	"-0.276484"	"-5.83e-01"	"gga-miR-20a"	""
"ame-miR-3751_st"	"0.070499"	"7.58e-04"	"4.36"	"-0.277984"	"1.11"	"ame-miR-3751"	""
"ggo-miR-92_st"	"0.070693"	"7.63e-04"	"-4.35"	"-0.284019"	"-9.36e-01"	"ggo-miR-92-1 // ggo-miR-92-2"	""
"Rno-miR-301a_st"	"0.071538"	"7.76e-04"	"4.35"	"-0.299348"	"5.68e-01"	"Rno-miR-301a"	""
"cfa-miR-92a_st"	"0.071538"	"7.78e-04"	"-4.34"	"-0.302006"	"-9.16e-01"	"cfa-miR-92a-1 // cfa-miR-92a-2"	""
"bta-miR-221_st"	"0.072118"	"7.87e-04"	"4.34"	"-0.312963"	"1.05"	"bta-miR-221"	""
"ppy-miR-21_st"	"0.072409"	"7.93e-04"	"4.33"	"-0.320429"	"1.53"	"ppy-miR-21"	""
"bta-miR-10b_st"	"0.072409"	"7.98e-04"	"4.33"	"-0.326176"	"9.03e-01"	"bta-miR-10b"	""
"cfa-miR-199_st"	"0.072409"	"8.07e-04"	"4.32"	"-0.33628"	"1.37"	"cfa-miR-199-1 // cfa-miR-199-2 // cfa-miR-199-3"	""
"gga-miR-92_st"	"0.072409"	"8.08e-04"	"-4.32"	"-0.337952"	"-7.70e-01"	"gga-miR-92"	""
"lla-miR-199a_st"	"0.072409"	"8.09e-04"	"4.32"	"-0.339185"	"1.01"	"lla-miR-199a"	""
"osa-miR1846b-3p_st"	"0.072409"	"8.10e-04"	"-4.32"	"-0.340095"	"-4.77e-01"	"osa-MIR1846b"	""
"Rno-miR-130a_st"	"0.072409"	"8.10e-04"	"4.32"	"-0.340368"	"7.17e-01"	"Rno-miR-130a"	""
"hsa-miR-629_st"	"0.072414"	"8.13e-04"	"4.32"	"-0.343761"	"6.32e-01"	"hsa-miR-629"	""
"ppy-miR-148b_st"	"0.072505"	"8.19e-04"	"4.32"	"-0.350129"	"1.23"	"ppy-miR-148b"	""
"nlo-miR-10_st"	"0.072505"	"8.20e-04"	"4.32"	"-0.351562"	"1.15"	"nlo-miR-10"	""
"sko-miR-92b_st"	"0.072941"	"8.33e-04"	"-4.31"	"-0.365511"	"-9.01e-01"	"sko-miR-92b"	""
"cel-miR-235-staR_st"	"0.072941"	"8.33e-04"	"-4.31"	"-0.365808"	"-4.51e-01"	"cel-miR-235"	""
"fRu-miR-23a_st"	"0.072941"	"8.35e-04"	"4.31"	"-0.368529"	"7.56e-01"	"fRu-miR-23a-1 // fRu-miR-23a-2 // fRu-miR-23a-3"	""
"ptR-miR-199a-3p_st"	"0.072941"	"8.37e-04"	"4.30"	"-0.370269"	"1.34"	"ptR-miR-199a-1"	""
"bta-miR-224_st"	"0.073567"	"8.60e-04"	"4.29"	"-0.3962"	"1.20"	"bta-miR-224"	""
"bta-miR-378_st"	"0.073567"	"8.67e-04"	"-4.29"	"-0.403172"	"-9.74e-01"	"bta-miR-378 // bta-miR-378-2"	""
"eca-miR-129b-5p_st"	"0.073567"	"8.73e-04"	"4.28"	"-0.409366"	"5.48e-01"	"eca-miR-129b"	""
"xtR-miR-130a_st"	"0.073567"	"8.75e-04"	"4.28"	"-0.411689"	"7.73e-01"	"xtR-miR-130a"	""
"hsa-miR-20a_st"	"0.073567"	"8.77e-04"	"-4.28"	"-0.41447"	"-5.57e-01"	"hsa-miR-20a"	""
"eca-miR-199a-5p_st"	"0.073567"	"8.78e-04"	"4.28"	"-0.415295"	"9.89e-01"	"eca-miR-199a"	""
"dRe-miR-199_st"	"0.073567"	"8.79e-04"	"4.28"	"-0.415706"	"1.01"	"dRe-miR-199-1 // dRe-miR-199-2 // dRe-miR-199-3"	""
"xtR-miR-125a_st"	"0.073567"	"8.79e-04"	"4.28"	"-0.415955"	"1.29"	"xtR-miR-125a"	""
"aae-miR-10_st"	"0.073567"	"8.80e-04"	"4.28"	"-0.416903"	"7.44e-01"	"aae-miR-10"	""
"aqc-miR166e_st"	"0.073567"	"8.80e-04"	"-4.28"	"-0.417301"	"-1.02"	"aqc-MIR166e"	""
"lla-miR-92_st"	"0.073567"	"8.84e-04"	"-4.27"	"-0.421685"	"-9.50e-01"	"lla-miR-92-1 // lla-miR-92-2"	""
"bta-miR-139_st"	"0.073567"	"8.84e-04"	"-4.27"	"-0.421786"	"-6.96e-01"	"bta-miR-139"	""
"xtR-miR-24b_st"	"0.073567"	"8.88e-04"	"4.27"	"-0.425345"	"5.16e-01"	"xtR-miR-24b"	""
"dya-miR-311a_st"	"0.073567"	"8.88e-04"	"-4.27"	"-0.426145"	"-1.79"	"dya-miR-311a"	""
"hsa-miR-222_st"	"0.073567"	"8.90e-04"	"4.27"	"-0.427511"	"1.02"	"hsa-miR-222"	""
"mml-miR-378_st"	"0.073567"	"8.94e-04"	"-4.27"	"-0.431992"	"-9.89e-01"	"mml-miR-378"	""
"ppa-miR-92_st"	"0.073567"	"8.95e-04"	"-4.27"	"-0.433324"	"-8.92e-01"	"ppa-miR-92-1 // ppa-miR-92-2"	""
"hvu-miR166_st"	"0.073567"	"8.98e-04"	"-4.27"	"-0.436239"	"-7.55e-01"	"hvu-MIR166"	""
"dRe-miR-92a_st"	"0.073567"	"9.00e-04"	"-4.27"	"-0.438138"	"-8.80e-01"	"dRe-miR-92a-1 // dRe-miR-92a-2"	""
"mmu-miR-5109_st"	"0.074212"	"9.15e-04"	"-4.26"	"-0.453616"	"-9.29e-01"	"mmu-miR-5109"	""
"mdo-miR-10a_st"	"0.074212"	"9.20e-04"	"4.25"	"-0.458536"	"1.59"	"mdo-miR-10a"	""
"mml-miR-182_st"	"0.074212"	"9.20e-04"	"4.25"	"-0.459149"	"9.12e-01"	"mml-miR-182"	""
"bdi-miR166c_st"	"0.074212"	"9.21e-04"	"-4.25"	"-0.460196"	"-7.37e-01"	"bdi-MIR166c"	""
"mmu-let-7i_st"	"0.074212"	"9.23e-04"	"4.25"	"-0.461431"	"7.12e-01"	"mmu-let-7i"	""
"mmu-miR-221_st"	"0.07466"	"9.31e-04"	"4.25"	"-0.470063"	"8.51e-01"	"mmu-miR-221"	""
"lca-miR-17-5p_st"	"0.074679"	"9.34e-04"	"-4.25"	"-0.473282"	"-6.14e-01"	"lca-miR-17"	""
"Rno-miR-23a_st"	"0.074739"	"9.38e-04"	"4.24"	"-0.477018"	"8.55e-01"	"Rno-miR-23a"	""
"xtR-miR-17-5p_st"	"0.075188"	"9.47e-04"	"-4.24"	"-0.485583"	"-6.17e-01"	"xtR-miR-17"	""
"Rno-miR-347_st"	"0.075455"	"9.53e-04"	"4.23"	"-0.491856"	"8.29e-01"	"Rno-miR-347"	""
"Rno-miR-146b_st"	"0.076001"	"9.63e-04"	"4.23"	"-0.501545"	"9.22e-01"	"Rno-miR-146b"	""
"bta-miR-27a-3p_st"	"0.076081"	"9.70e-04"	"4.23"	"-0.508599"	"1.46"	"bta-miR-27a"	""
"oan-miR-182_st"	"0.076081"	"9.72e-04"	"4.22"	"-0.510386"	"1.29"	"oan-miR-182"	""
"dRe-miR-20a_st"	"0.076081"	"9.73e-04"	"-4.22"	"-0.511339"	"-5.18e-01"	"dRe-miR-20a"	""
"mmu-miR-20a_st"	"0.076382"	"9.83e-04"	"-4.22"	"-0.520705"	"-5.56e-01"	"mmu-miR-20a"	""
"pma-miR-200b_st"	"0.076382"	"9.83e-04"	"4.22"	"-0.520844"	"1.05"	"pma-miR-200b"	""
"ath-miR394a_st"	"0.076556"	"9.92e-04"	"-4.21"	"-0.529249"	"-1.24"	"ath-MIR394a"	""
"mml-miR-92a_st"	"0.076556"	"9.94e-04"	"-4.21"	"-0.531369"	"-8.92e-01"	"mml-miR-92a-1 // mml-miR-92a-2"	""
"pma-miR-20a_st"	"0.076556"	"9.95e-04"	"-4.21"	"-0.531642"	"-5.13e-01"	"pma-miR-20a"	""
"lgi-miR-10_st"	"0.076696"	"1.00e-03"	"4.21"	"-0.536291"	"1.49"	"lgi-miR-10"	""
"mmu-miR-199b_st"	"0.076696"	"1.00e-03"	"4.21"	"-0.539082"	"1.34"	"mmu-miR-199b"	""
"dps-miR-92a_st"	"0.076783"	"1.01e-03"	"-4.21"	"-0.542997"	"-6.84e-01"	"dps-miR-92a"	""
"gga-miR-21_st"	"0.077502"	"1.02e-03"	"4.20"	"-0.554547"	"1.62"	"gga-miR-21"	""
"mgU12-22-U4-8_s_st"	"0.077593"	"1.03e-03"	"-4.19"	"-0.561382"	"-7.77e-01"	""	"scaRna: mgU12-22-U4-8"
"ppa-miR-130a_st"	"0.077593"	"1.03e-03"	"4.19"	"-0.561625"	"1.14"	"ppa-miR-130a"	""
"deR-miR-311a_st"	"0.077593"	"1.03e-03"	"-4.19"	"-0.565264"	"-1.70"	"deR-miR-311a"	""
"gga-let-7i_st"	"0.077593"	"1.03e-03"	"4.19"	"-0.567773"	"9.01e-01"	"gga-let-7i"	""
"sla-miR-17-5p_st"	"0.077593"	"1.04e-03"	"-4.19"	"-0.569746"	"-5.95e-01"	"sla-miR-17"	""
"ptR-miR-150_st"	"0.077742"	"1.04e-03"	"4.19"	"-0.574371"	"1.64"	"ptR-miR-150"	""
"ppy-miR-106a_st"	"0.077742"	"1.06e-03"	"-4.18"	"-0.587456"	"-5.57e-01"	"ppy-miR-106a"	""
"oan-miR-92a_st"	"0.077742"	"1.06e-03"	"-4.18"	"-0.58878"	"-9.07e-01"	"oan-miR-92a-1 // oan-miR-92a-2"	""
"mml-miR-199a_st"	"0.077742"	"1.06e-03"	"4.18"	"-0.589439"	"9.71e-01"	"mml-miR-199a-1"	""
"bta-miR-21_st"	"0.077742"	"1.06e-03"	"4.18"	"-0.591151"	"9.41e-01"	"bta-miR-21"	""
"Rno-miR-505-staR_st"	"0.077742"	"1.06e-03"	"-4.18"	"-0.592511"	"-1.18"	"Rno-miR-505"	""
"sme-miR-125b_st"	"0.077742"	"1.06e-03"	"-4.18"	"-0.593212"	"-8.61e-01"	"sme-miR-125b"	""
"mdo-miR-92_st"	"0.077742"	"1.06e-03"	"-4.18"	"-0.59427"	"-7.29e-01"	"mdo-miR-92"	""
"ppa-miR-17-5p_st"	"0.077742"	"1.07e-03"	"-4.18"	"-0.596394"	"-5.99e-01"	"ppa-miR-17"	""
"eca-miR-199b-3p_st"	"0.077788"	"1.07e-03"	"4.17"	"-0.599671"	"1.35"	"eca-miR-199b"	""
"mdo-miR-106_st"	"0.078723"	"1.09e-03"	"-4.16"	"-0.619451"	"-5.18e-01"	"mdo-miR-106"	""
"Rco-miR166e_st"	"0.078723"	"1.09e-03"	"-4.16"	"-0.61967"	"-1.02"	"Rco-MIR166e"	""
"mml-miR-17-5p_st"	"0.078723"	"1.09e-03"	"-4.16"	"-0.619918"	"-5.71e-01"	"mml-miR-17"	""
"age-miR-92_st"	"0.078723"	"1.10e-03"	"-4.16"	"-0.621649"	"-8.93e-01"	"age-miR-92-1 // age-miR-92-2"	""
"hsa-miR-4725-3p_st"	"0.079335"	"1.11e-03"	"4.15"	"-0.633408"	"9.42e-01"	"hsa-miR-4725"	""
"ppy-miR-199a-5p_st"	"0.079335"	"1.11e-03"	"4.15"	"-0.636825"	"9.50e-01"	"ppy-miR-199a-2"	""
"hvu-miR171_st"	"0.079335"	"1.12e-03"	"4.15"	"-0.63854"	"4.99e-01"	"hvu-MIR171"	""
"HBII-166_st"	"0.079335"	"1.12e-03"	"-4.15"	"-0.639564"	"-3.55e-01"	""	"CDBox: HBII-166"
"mdo-miR-17-5p_st"	"0.07948"	"1.12e-03"	"-4.15"	"-0.643933"	"-6.25e-01"	"mdo-miR-17"	""
"eca-miR-17_st"	"0.07972"	"1.13e-03"	"-4.14"	"-0.650135"	"-5.94e-01"	"eca-miR-17"	""
"Rno-miR-31_st"	"0.07972"	"1.13e-03"	"4.14"	"-0.652028"	"1.95"	"Rno-miR-31"	""
"ppy-let-7i_st"	"0.080807"	"1.15e-03"	"4.13"	"-0.667322"	"6.80e-01"	"ppy-let-7i"	""
"aly-miR394b_st"	"0.081234"	"1.16e-03"	"-4.13"	"-0.67715"	"-1.28"	"aly-MIR394b"	""
"hsa-miR-150_st"	"0.081234"	"1.16e-03"	"4.13"	"-0.677488"	"1.81"	"hsa-miR-150"	""
"Rno-miR-378_st"	"0.081406"	"1.17e-03"	"-4.13"	"-0.68376"	"-9.81e-01"	"Rno-miR-378"	""
"hsv1-miR-H16_st"	"0.081406"	"1.17e-03"	"4.12"	"-0.684666"	"5.40e-01"	"hsv1-miR-H16"	""
"mtR-miR166d_st"	"0.083544"	"1.21e-03"	"-4.11"	"-0.711501"	"-1.09"	"mtR-MIR166d"	""
"xtR-miR-199a_st"	"0.084189"	"1.22e-03"	"4.10"	"-0.721284"	"9.89e-01"	"xtR-miR-199a"	""
"xtR-miR-199a-staR_st"	"0.08463"	"1.23e-03"	"4.10"	"-0.733242"	"1.27"	"xtR-miR-199a"	""
"mmu-miR-423-5p_st"	"0.08463"	"1.23e-03"	"-4.10"	"-0.733532"	"-7.98e-01"	"mmu-miR-423"	""
"bta-miR-130a_st"	"0.08463"	"1.24e-03"	"4.10"	"-0.734628"	"7.64e-01"	"bta-miR-130a"	""
"xtR-miR-30a-5p_st"	"0.08463"	"1.24e-03"	"4.10"	"-0.736441"	"4.25e-01"	"xtR-miR-30a"	""
"Rno-miR-224_st"	"0.084662"	"1.24e-03"	"4.09"	"-0.739346"	"1.47"	"Rno-miR-224"	""
"dRe-miR-199-staR_st"	"0.084803"	"1.25e-03"	"4.09"	"-0.743444"	"1.31"	"dRe-miR-199-1 // dRe-miR-199-2"	""
"osa-miR2870_st"	"0.085061"	"1.25e-03"	"4.09"	"-0.748825"	"1.26"	"osa-MIR2870"	""
"sla-miR-92_st"	"0.085267"	"1.26e-03"	"-4.09"	"-0.753615"	"-8.70e-01"	"sla-miR-92-1 // sla-miR-92-2"	""
"ath-miR160b_st"	"0.085283"	"1.26e-03"	"-4.08"	"-0.756323"	"-3.58e-01"	"ath-MIR160b"	""
"ptR-miR-17-3p_st"	"0.085446"	"1.27e-03"	"-4.08"	"-0.761521"	"-8.27e-01"	"ptR-miR-17"	""
"hp_mmu-miR-378b_x_st"	"0.085446"	"1.29e-03"	"-4.08"	"-0.771252"	"-4.27e-01"	""	"stem-loop: mmu-miR-378b"
"xtR-miR-31_st"	"0.085446"	"1.29e-03"	"4.08"	"-0.771554"	"7.17e-01"	"xtR-miR-31"	""
"Rno-miR-339-3p_st"	"0.085446"	"1.29e-03"	"4.07"	"-0.774091"	"8.06e-01"	"Rno-miR-339"	""
"bdi-miR164e_st"	"0.085446"	"1.29e-03"	"4.07"	"-0.775277"	"3.22e-01"	"bdi-MIR164e"	""
"gga-miR-199-staR_st"	"0.085446"	"1.30e-03"	"4.07"	"-0.778498"	"1.94"	"gga-miR-199-1 // gga-miR-199-2"	""
"bta-miR-2893_st"	"0.085446"	"1.30e-03"	"4.07"	"-0.780026"	"7.44e-01"	"bta-miR-2893"	""
"ssc-miR-106a_st"	"0.085446"	"1.30e-03"	"-4.07"	"-0.780336"	"-5.56e-01"	"ssc-miR-106a"	""
"nve-miR-2024c_st"	"0.085446"	"1.30e-03"	"-4.07"	"-0.784411"	"-5.39e-01"	"nve-miR-2024c"	""
"mml-miR-199a-5p_st"	"0.085446"	"1.31e-03"	"4.07"	"-0.785913"	"9.51e-01"	"mml-miR-199a-2"	""
"bta-miR-199a-3p_st"	"0.085446"	"1.31e-03"	"4.07"	"-0.788055"	"1.33"	"bta-miR-199a-1 // bta-miR-199a-2"	""
"mmu-miR-199a-5p_st"	"0.085446"	"1.31e-03"	"4.07"	"-0.789425"	"9.86e-01"	"mmu-miR-199a-1 // mmu-miR-199a-2"	""
"cfa-miR-193b_st"	"0.085446"	"1.31e-03"	"-4.06"	"-0.790313"	"-1.25"	"cfa-miR-193b"	""
"hsa-miR-301a_st"	"0.086059"	"1.33e-03"	"4.06"	"-0.805279"	"4.55e-01"	"hsa-miR-301a"	""
"oan-miR-155_st"	"0.086059"	"1.33e-03"	"4.06"	"-0.805293"	"1.24"	"oan-miR-155"	""
"Rno-miR-199a-3p_st"	"0.086059"	"1.33e-03"	"4.06"	"-0.805659"	"1.34"	"Rno-miR-199a"	""
"mml-miR-130a_st"	"0.086059"	"1.33e-03"	"4.06"	"-0.806691"	"1.29"	"mml-miR-130a"	""
"aly-miR4224_st"	"0.086417"	"1.34e-03"	"-4.05"	"-0.813472"	"-3.66e-01"	"aly-MIR4224"	""
"Rno-miR-132_st"	"0.086417"	"1.35e-03"	"4.05"	"-0.815382"	"9.99e-01"	"Rno-miR-132"	""
"ggo-miR-18_st"	"0.086906"	"1.36e-03"	"-4.05"	"-0.82305"	"-4.46e-01"	"ggo-miR-18"	""
"ggo-miR-31_st"	"0.086963"	"1.37e-03"	"4.04"	"-0.828967"	"1.73"	"ggo-miR-31"	""
"ptc-miR160d_st"	"0.086963"	"1.37e-03"	"-4.04"	"-0.829329"	"-4.35e-01"	"ptc-MIR160d"	""
"ptR-miR-199b_st"	"0.086963"	"1.37e-03"	"4.04"	"-0.830818"	"1.31"	"ptR-miR-199b"	""
"tcc-miR166b_st"	"0.087229"	"1.38e-03"	"-4.04"	"-0.838718"	"-3.75e-01"	"tcc-MIR166b"	""
"hvu-miR166c_st"	"0.087229"	"1.38e-03"	"-4.04"	"-0.839248"	"-7.55e-01"	"hvu-MIR166c"	""
"tni-miR-20_st"	"0.087229"	"1.38e-03"	"-4.04"	"-0.840764"	"-5.45e-01"	"tni-miR-20"	""
"hsa-miR-3591-5p_st"	"0.088031"	"1.41e-03"	"-4.03"	"-0.856226"	"-4.83e-01"	"hsa-miR-3591"	""
"ath-miR395f_st"	"0.088031"	"1.41e-03"	"4.03"	"-0.857931"	"6.92e-01"	"ath-MIR395f"	""
"hsa-miR-194-staR_st"	"0.088031"	"1.41e-03"	"-4.03"	"-0.858042"	"-1.29"	"hsa-miR-194-2"	""
"hp_Rno-miR-3556b_st"	"0.088031"	"1.42e-03"	"-4.02"	"-0.861778"	"-3.52e-01"	""	"stem-loop: Rno-miR-3556b"
"hsa-miR-450b-5p_st"	"0.088031"	"1.42e-03"	"-4.02"	"-0.863348"	"-5.92e-01"	"hsa-miR-450b"	""
"ptR-miR-17-5p_st"	"0.088031"	"1.42e-03"	"-4.02"	"-0.863701"	"-5.87e-01"	"ptR-miR-17"	""
"ppa-miR-106a_st"	"0.088031"	"1.42e-03"	"-4.02"	"-0.865897"	"-5.66e-01"	"ppa-miR-106a"	""
"cin-miR-92b_st"	"0.088031"	"1.43e-03"	"-4.02"	"-0.867979"	"-6.99e-01"	"cin-miR-92b"	""
"hsa-miR-146a-staR_st"	"0.088331"	"1.43e-03"	"4.02"	"-0.874281"	"4.00e-01"	"hsa-miR-146a"	""
"mmu-miR-1298-staR_st"	"0.088331"	"1.44e-03"	"-4.02"	"-0.877625"	"-8.99e-01"	"mmu-miR-1298"	""
"ppy-miR-139-5p_st"	"0.088331"	"1.44e-03"	"-4.02"	"-0.878068"	"-5.56e-01"	"ppy-miR-139"	""
"oan-miR-192-staR_st"	"0.088907"	"1.45e-03"	"-4.01"	"-0.886441"	"-9.84e-01"	"oan-miR-192"	""
"age-miR-21_st"	"0.089041"	"1.46e-03"	"4.01"	"-0.891519"	"1.28"	"age-miR-21"	""
"lca-miR-92_st"	"0.089041"	"1.46e-03"	"-4.01"	"-0.892408"	"-8.89e-01"	"lca-miR-92-1 // lca-miR-92-2"	""
"mml-miR-1225-5p_st"	"0.089282"	"1.48e-03"	"4.00"	"-0.903071"	"8.13e-01"	"mml-miR-1225"	""
"cfa-miR-574_st"	"0.089282"	"1.48e-03"	"-4.00"	"-0.903301"	"-7.33e-01"	"cfa-miR-574"	""
"mmu-miR-224-staR_st"	"0.089282"	"1.48e-03"	"4.00"	"-0.906197"	"1.37"	"mmu-miR-224"	""
"hsa-miR-199b-3p_st"	"0.089282"	"1.49e-03"	"4.00"	"-0.909036"	"1.29"	"hsa-miR-199b"	""
"mne-miR-28_st"	"0.089282"	"1.49e-03"	"-4.00"	"-0.909855"	"-5.11e-01"	"mne-miR-28"	""
"dRe-miR-155_st"	"0.089282"	"1.49e-03"	"4.00"	"-0.911342"	"1.58"	"dRe-miR-155"	""
"mdv2-miR-M30-staR_st"	"0.089282"	"1.50e-03"	"4.00"	"-0.912961"	"4.80e-01"	"mdv2-miR-M30"	""
